Accession,Kingdom,Ncbi.Phylum,Ncbi.Class,Ncbi.Order,Ncbi.Family,Ncbi.Genus,Ncbi.Species,Strain,Checkm_completeness,Checkm_contamination,Genome_size,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_002591935.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum SHI-2,99.18,0.27,1937976,0,0,0,0,2,0,0,0,0,0,0,0
GCA_022509445.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum QAULFN53,99.18,0.55,2077539,0,0,0,0,1,0,0,0,0,0,3,0
GCA_001010185.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum 39,92.9,0.82,1829655,0,0,0,0,1,0,0,0,0,0,3,0
GCA_025185825.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum 998,99.18,0.27,2020857,0,0,0,0,1,0,0,0,0,0,0,0
GCA_017134355.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum GR1008,99.18,0.82,2237764,0,0,0,0,1,0,0,0,0,0,3,0
GCA_000010145.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum IFO 3956,99.18,0.82,2098685,0,0,0,0,2,0,0,0,0,0,3,0
GCA_022509455.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum QAULFN54,99.18,0.27,1966551,0,0,0,0,1,0,0,0,0,0,3,0
GCA_030971365.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum DRD-73,98.63,0.27,1858420,0,0,0,0,1,0,0,0,0,0,3,0
GCA_001742205.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum NCC2970,99.18,0.55,1949874,0,0,0,0,2,0,1,0,0,0,3,0
GCA_036431405.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum FI11601,99.18,0.82,1983415,0,0,0,0,2,0,0,0,0,0,3,0
GCA_039566575.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum A190,99.18,0.27,1915948,0,0,0,0,2,0,0,0,0,0,3,0
GCA_036431505.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum FI11568,99.18,0,1867502,0,0,0,0,1,0,0,0,0,0,0,0
GCA_022819245.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum SCB0035,99.18,0.55,2016236,0,0,0,0,3,0,0,0,0,0,3,0
GCA_025780195.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum 17SD-2,99.18,0,1931006,0,0,0,0,2,0,1,0,0,0,3,0
GCA_036431425.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum FI11572,99.18,0.27,1997021,0,0,1,0,1,0,0,0,0,0,3,0
GCA_016861955.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum ike38,98.8,0.55,2002993,0,0,0,0,1,0,0,0,0,0,0,0
GCA_024800585.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum JNU 532,99.18,0.82,2077416,0,0,0,0,1,0,0,0,0,0,0,0
GCA_025191545.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum CIRM-BIA 867,98.63,0.82,1885856,0,0,1,0,1,0,1,0,0,0,0,0
GCA_008868475.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum BIO6529,99.18,0.27,2127042,0,0,0,0,1,0,0,0,0,0,3,0
GCA_036431485.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum FI11597,99.18,0.27,1929024,0,0,0,0,1,0,0,0,0,0,0,0
GCA_032598825.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum PC76,99.18,0.55,1954763,0,0,0,0,1,0,0,0,0,0,0,0
GCA_003175025.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri LR19,98.9,1.1,2202319,0,0,0,0,1,1,0,0,0,0,3,0
GCA_020784845.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri MR2,99.45,0,2018659,0,0,0,0,1,1,0,0,0,0,0,0
GCA_012971115.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri N3,99.46,0,1911916,0,0,0,0,1,1,0,0,0,0,0,0
GCA_003175075.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri LR10,99.45,0.91,2441700,0,0,0,0,1,1,0,0,0,0,3,0
GCA_020785415.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri PNG008_48h,99.45,0,2159046,0,0,1,0,2,0,0,0,0,0,3,0
GCA_030262475.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri BIO7251,99.46,0.54,2100168,0,0,1,0,1,1,0,0,0,0,0,0
GCA_020785545.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri SR14,99.45,0,2227053,0,0,0,0,1,1,0,0,0,0,0,0
GCA_000159475.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri MM4-1A,99.45,0,2067914,0,0,0,0,1,1,0,0,0,0,3,0
GCA_020784355.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri S_1_1,99.46,0.54,2406580,0,0,0,0,2,0,0,0,0,0,3,0
GCA_020784755.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri O_Ruby_9_1,99.45,0,1965797,0,0,0,0,1,1,0,0,0,0,0,0
GCA_004684995.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri I8-5,99.45,0.27,2290627,0,0,1,0,2,1,0,0,0,0,3,0
GCA_036430965.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri FI11586,99.46,0,1915575,0,0,0,0,1,1,0,0,0,0,3,0
GCA_001703885.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri 482_54,98.37,0,2241971,0,0,0,0,1,0,0,0,0,0,3,0
GCA_022777545.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri SUG627,95.21,2.35,2044948,0,0,0,0,0,1,0,0,0,0,0,0
GCA_002128495.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri KLR2001,99.45,0,2110569,0,0,0,0,2,0,0,0,0,0,3,0
GCA_022642805.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri L8,98.9,0.55,2050876,0,0,0,0,1,1,0,0,0,0,3,0
GCA_000010005.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri JCM 1112,98.9,0,2039414,0,0,0,0,1,1,0,0,0,0,3,0
GCA_003175085.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri LR7,99.46,0.54,2138434,0,0,1,0,1,0,0,0,0,0,3,0
GCA_003174995.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri LR11,99.45,1.04,2365809,0,0,0,0,1,1,0,0,0,0,3,0
GCA_020784715.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri O_Tuki_7_1,99.45,0,1968618,0,0,0,0,1,1,0,0,0,0,0,0
GCA_020784455.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri FUA 3048,99.46,0,2088818,0,0,0,0,2,1,0,0,0,0,3,0
GCA_001046835.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri IRT,99.45,0,1993967,0,0,0,0,1,1,0,0,0,0,3,0
GCA_020785795.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri GQ_1_3_1,99.46,0,2254387,0,0,0,0,1,0,0,0,0,0,0,0
GCA_036323925.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri LRA7,99.46,0.14,2020909,0,0,0,0,2,0,0,0,0,0,0,0
GCA_002128655.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri KLR3004,99.45,0,1996237,0,0,0,0,1,0,0,0,0,0,3,0
GCA_020785495.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri FJ3,99.45,0,2011223,0,0,0,0,1,1,0,0,0,0,3,0
GCA_020412485.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri 19-E-3,99.45,0,1947745,0,0,0,0,1,2,0,0,0,0,3,0
GCA_009389335.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri PTA4_C1,99.46,0,2033677,0,0,0,0,2,0,0,0,0,0,3,0
GCA_001889975.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri 121,99.45,0,2302234,0,0,0,0,1,1,0,0,0,0,3,0
GCA_002253785.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium 117r,99.45,0,2191129,0,0,0,0,1,0,0,0,0,0,3,0
GCA_002253755.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium 601f,97.54,1.09,2159534,0,0,0,0,0,0,0,0,0,0,3,0
GCA_020784525.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium 3B,99.46,0,2087278,0,0,0,0,1,0,0,0,0,0,3,0
GCA_003703875.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium R2lc,99.45,0,2091003,0,0,0,0,1,1,0,0,0,0,2,0
GCA_002253685.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium 609e,99.45,1.09,2143488,0,0,0,0,1,0,0,0,0,0,3,0
GCA_002253955.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium 107j,99.45,1.37,2266929,0,0,0,0,1,0,0,0,0,0,3,0
GCA_020784275.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium M_81,99.45,0.55,2169144,0,0,0,0,1,0,0,0,0,0,3,0
GCA_000168255.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium 100-23,99.45,0,2305557,0,0,0,0,1,1,0,0,0,0,3,0
GCA_002253745.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium 601l,99.45,1.09,2157107,0,0,0,0,1,0,0,0,0,0,3,0
GCA_002254045.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium 105o,99.45,0.55,2164817,0,0,0,0,1,0,0,0,0,0,3,0
GCA_002253765.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rodentium,Limosilactobacillus rodentium 117w,99.45,0,2197888,0,0,0,0,1,0,0,0,0,0,3,0
GCA_029870715.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua MF4030,99.45,0.55,2865629,0,0,1,0,0,0,0,1,0,0,0,0
GCA_030348185.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua LI-33,99.45,0.55,2961662,0,0,1,0,0,0,0,1,0,0,0,0
GCA_014223025.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL L7-1665,99.45,0.55,3084246,0,0,1,0,0,0,0,1,0,0,0,0
GCA_015277435.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL W9-0228,99.45,0.55,2929070,0,0,1,0,0,0,0,1,0,0,0,0
GCA_029870605.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua MF8051,99.45,0.55,2912437,0,0,1,0,0,0,0,1,0,0,0,0
GCA_004636745.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua 2015L-6726,99.45,0.55,2926353,0,0,1,0,0,0,0,1,0,0,0,0
GCA_001751825.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua BCW_2376,99.45,0.55,2813242,0,0,2,0,0,0,0,1,0,0,0,0
GCA_018440765.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua UCDL146,99.45,0.74,3026780,0,0,1,0,0,0,0,1,0,0,0,0
GCA_014322705.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL L7-1059,99.45,0.55,2831978,0,0,2,0,0,0,0,1,0,0,0,0
GCA_000195795.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua Clip11262,99.45,0.55,3093113,0,0,1,0,0,0,0,1,0,0,0,0
GCA_014228415.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL L7-0285,99.45,0.55,2773505,0,0,1,0,0,0,0,1,0,0,0,0
GCA_016882075.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua Lin13-005,99.45,0.55,2879627,0,0,1,0,0,0,0,1,0,0,0,0
GCA_016881945.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua Lin14-001,99.45,1.1,2907732,0,0,1,0,0,0,0,1,0,0,0,0
GCA_004636605.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua 2010L-1951,99.45,0.55,2810256,0,0,2,0,0,0,0,1,0,0,0,0
GCA_029872485.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua MF4031,99.45,0.55,2782850,0,0,1,0,0,0,0,1,0,0,0,0
GCA_014228385.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL L7-0288,99.45,1.1,3139428,0,0,1,0,0,0,0,1,0,0,0,0
GCA_015277015.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL W9-0486,99.45,0.55,2900044,0,0,1,0,0,0,0,1,0,0,0,0
GCA_015275445.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL W9-1189,99.45,0.55,2835688,0,0,1,0,0,0,0,1,0,0,0,0
GCA_030769775.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua Lin5_CNKT_NWU,99.45,2.53,3558124,0,0,1,0,1,0,0,1,0,0,0,0
GCA_015275335.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL W9-1196,99.45,0.55,2793859,0,0,1,0,0,0,0,1,0,0,0,0
GCA_009648575.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua CFSAN044836,99.45,0.55,2922148,0,0,1,0,0,0,0,1,0,0,0,0
GCA_029872475.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua MF4052,99.45,0.55,2880210,0,0,1,0,0,0,0,1,0,0,0,0
GCA_014226785.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL L7-0795,99.45,0.55,3000907,0,0,1,0,0,0,0,1,0,0,0,0
GCA_014322645.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL L7-1067,99.45,1.1,2842157,0,0,2,0,0,0,0,1,0,0,0,0
GCA_016882065.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua Lin13-007,99.45,0.55,2879956,0,0,1,0,0,0,0,1,0,0,0,0
GCA_030348045.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua LI-36,99.45,0.55,2961761,0,0,1,0,0,0,0,1,0,0,0,0
GCA_015275525.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL W9-1179,99.45,0.55,2891726,0,0,1,0,0,0,0,1,0,0,0,0
GCA_029870625.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua MF6715,99.45,0.55,2886206,0,0,1,0,0,0,0,1,0,0,0,0
GCA_030168005.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL L7-0007,99.45,0.55,2849264,0,0,1,0,0,0,0,1,0,0,0,0
GCA_015276835.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL W9-0511,99.45,0.55,2878821,0,0,1,0,0,0,0,1,0,0,0,0
GCA_014223065.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL L7-1663,99.45,0.55,2998422,0,0,1,0,0,0,0,1,0,0,0,0
GCA_014223075.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL L7-1661,99.45,0.55,2890585,0,0,1,0,0,0,0,1,0,0,0,0
GCA_900452995.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua NCTC12210,98.34,0.55,2905513,0,0,1,0,0,0,0,1,0,0,0,0
GCA_016881825.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua Lin14-004,99.45,0.55,2801269,0,0,1,0,0,0,0,1,0,0,0,0
GCA_014322685.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua FSL L7-1062,99.45,0.55,2798603,0,0,2,0,0,0,0,1,0,0,0,0
GCA_040235195.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua 4-99,99.45,0.55,2910585,0,0,1,0,0,0,0,1,0,0,0,0
GCA_016882025.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua Lin13-011,99.45,1.1,2894891,0,0,1,0,0,0,0,1,0,0,0,0
GCA_000960585.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua 9KSM,99.45,0.57,2911156,0,0,1,0,0,0,0,1,0,0,0,0
GCA_002114855.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes FRR B 2982,99.45,0,3033583,0,0,2,0,0,0,0,1,0,0,0,0
GCA_022507525.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes 813;5,99.45,0,2957585,0,0,2,0,0,0,0,1,0,0,0,0
GCA_001551855.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes 2015TE19005-1355,99.45,0.27,2864291,0,0,2,0,0,0,0,1,0,0,0,0
GCA_002443995.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes CFSAN049266,99.45,0.14,2903534,0,0,2,0,0,0,0,1,0,0,0,0
GCA_021198215.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes D34L,99.45,0,2878668,0,0,2,0,0,0,0,1,0,0,0,0
GCA_000568475.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes WSLC1001,99.45,0.27,2951235,0,0,2,0,0,0,0,1,0,0,0,0
GCA_002524995.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes CFSAN044768,99.45,0,3091956,0,0,2,0,0,0,0,1,0,0,0,0
GCA_900034825.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes 2842STDY5753898,99.45,0,2900913,0,0,2,0,0,0,0,1,0,0,0,0
GCA_003606835.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes PNUSAL000151,99.45,0.55,3140374,0,0,2,0,0,0,0,2,0,0,0,0
GCA_036492675.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes T4_E_1E24-Lm2,99.45,0,2997812,0,0,2,0,0,0,0,1,0,0,0,0
GCA_003608895.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes NRRL B-33311,99.45,0,2999938,0,0,2,0,0,0,0,1,0,0,0,0
GCA_001761095.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes NRRL B-33795,99.45,0,2982868,0,0,2,0,0,0,0,1,0,0,0,0
GCA_900032755.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes 2842STDY5753907,99.45,0,3011122,0,0,2,0,0,0,0,1,0,0,0,0
GCA_001759385.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes BCW_2991,99.45,0,3007415,0,0,2,0,0,0,0,1,0,0,0,0
GCA_002488185.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes CDPHFDLB-F15M04174-E010,99.45,0,2854048,0,0,2,0,0,0,0,1,0,0,0,0
GCA_000168575.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes FSLR2-561,99.45,0.27,2973801,0,0,2,0,0,0,0,1,0,0,0,0
GCA_023839145.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes ICDC_LM1845,99.45,0.82,2966717,0,0,2,0,0,0,0,1,0,0,0,0
GCA_900032685.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes 2842STDY5753854,99.45,0,2923130,0,0,2,0,0,0,0,1,0,0,0,0
GCA_023839765.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes ICDC_LM1452,99.45,0.27,3016337,0,0,2,0,0,0,0,1,0,0,0,0
