ncbi_genbank_assembly_accession,Checkm_completenes,Checkm_contamination,Silva.Kingdom,Silva.Phylum,Silva.Class,Silva.Order,Silva.Family,Silva.Genus,Silva.Species,Ncbi.Species,Strain,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_900116175.1,99.35,0.81,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_facile,Hyphomicrobium facile,Hyphomicrobium facile DSM 1565,0,0,0,1,0,1,1,0,0,1,0,0
GCA_900141745.1,99.35,2.68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_phenazinium,Paraburkholderia phenazinium,Paraburkholderia phenazinium GAS86,1,1,1,1,1,0,1,0,0,1,0,0
GCA_900109545.1,99.35,4.55,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Stigmatella,Stigmatella_aurantiaca,Stigmatella aurantiaca,Stigmatella aurantiaca DSM 17044,1,6,6,3,3,4,4,7,0,2,0,0
GCA_002574935.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS055421,0,1,0,0,0,0,0,1,0,2,3,0
GCA_001584025.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis FSL H8-0482,0,1,1,0,0,0,0,1,0,2,3,0
GCA_038050415.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis FSL M7-1020,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002563145.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS020608,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002553325.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS091268,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002568825.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS080033,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002556125.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS002053,0,1,1,0,0,0,0,1,0,2,3,0
GCA_019599385.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis YT23,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002556805.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS027629,0,1,1,0,0,0,0,1,0,2,3,0
GCA_031337235.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis S1287,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002568285.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS065666,0,1,0,0,0,0,0,1,0,2,3,0
GCA_024168525.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis UW85,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002579585.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS057725,0,1,0,0,0,0,0,1,0,2,3,0
GCA_031169915.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BI 256-82,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002562915.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS029508,0,1,0,0,0,0,0,1,0,2,3,0
GCA_001635955.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus CMCC P0011,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002555585.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS009420,0,1,1,0,0,0,0,1,0,2,3,0
GCA_031170655.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis ten BI 256-82,0,1,0,0,0,0,0,1,0,2,2,0
GCA_002579245.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS056055,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002571265.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS059517,0,1,0,0,0,0,0,1,0,2,3,0
GCA_031171585.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis ten BI 256-82;CM3,0,1,0,0,0,0,0,1,0,2,3,0
GCA_000399005.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BAG1X1-1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002562205.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS009835,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002581925.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS042148,0,1,1,0,0,0,0,1,0,2,3,0
GCA_000399305.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis HuB4-4,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002581675.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS045425,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002568045.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS065753,0,1,0,0,0,0,0,1,0,2,3,0
GCA_024712765.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis IBL00090,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002571435.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS070094,0,1,0,0,0,0,0,1,0,2,3,0
GCA_038008465.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis CH_48,0,1,0,0,0,0,0,1,0,2,3,0
GCA_003399465.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BAM,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002572235.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS067879,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002589305.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS031495,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002554865.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS019346,0,1,1,0,0,0,0,1,0,2,3,0
GCA_004367825.2,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BH32,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002552915.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS099341,0,1,0,0,0,0,0,1,0,2,3,0
GCA_000399065.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BAG1X2-1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002572005.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS064582,0,1,1,0,0,0,0,1,0,2,3,0
GCA_000399105.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BAG1X2-3,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002551965.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS097295,0,1,1,0,0,0,0,1,0,2,3,0
GCA_003990255.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis VKPM B-3276,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002557115.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS024499,0,1,1,0,0,0,0,1,0,2,3,0
GCA_001635915.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis CMCC P0021,0,1,0,0,0,0,0,1,0,2,3,0
GCA_022810725.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis 4AA1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002581275.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS051123,0,1,0,0,0,0,0,1,0,2,3,0
GCA_000161295.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis Rock4-18,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002571675.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS066590,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002569745.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS077622,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002554905.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS017687,0,1,0,0,0,0,0,1,0,2,3,0
GCA_036219105.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis B-3668,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002556835.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS027862,0,1,1,0,0,0,0,1,0,2,3,0
GCA_019990665.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis 11MN1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002561475.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS015432,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002556945.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS026256,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002563205.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS020602,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002558995.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS001991,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002146785.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BGSC 4BR1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_016917795.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis VKM B-370,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002568865.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS084242,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002553035.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS096978,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002571025.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS059242,0,1,0,0,0,0,0,1,0,2,3,0
GCA_040492355.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis JJ904,0,1,1,0,0,0,0,1,0,2,3,0
GCA_004006495.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis ZB201708,0,1,0,0,0,0,0,1,0,2,3,0
GCA_024712725.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis IBL00171,0,1,0,0,0,0,0,1,0,2,3,0
GCA_038007505.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis FSL L8-0315,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002572455.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS061268,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002569035.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS086995,0,1,0,0,0,0,0,1,0,2,3,0
GCA_018741525.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis JAS13;1,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002589745.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS029792,0,1,0,0,0,0,0,1,0,2,3,0
GCA_034078685.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis A01,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002575895.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS048014,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002580305.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS051208,0,1,1,0,0,0,0,1,0,2,3,0
GCA_003150715.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis rc6,0,1,0,0,0,0,0,1,0,2,3,0
GCA_008923385.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis RM11(2019),0,1,0,0,0,0,0,1,0,2,3,0
GCA_002580895.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS044782,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002148065.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BGSC 4BZ1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002575705.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS049207,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002570065.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS073024,0,1,1,0,0,0,0,1,0,2,3,0
GCA_018741625.1,99.34,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis JAS411,0,1,1,0,0,0,0,1,0,2,3,0
GCA_023094015.1,99.34,0.02,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis CDHWZ7,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002552675.1,99.34,0.02,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS091569,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002558335.1,99.34,0.02,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS007186,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002567745.1,99.34,0.02,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS068456,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560475.1,99.34,0.02,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS023479,0,1,0,0,0,0,0,1,0,2,3,0
GCA_020172005.1,99.34,0.02,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AcN0-6,0,1,1,0,0,0,0,1,0,2,3,0
GCA_015845195.1,99.34,0.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis G25-93,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002893565.1,99.34,0.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis WBt-2,0,1,0,0,0,0,0,1,0,2,3,0
GCA_035817575.1,99.34,0.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis HD-712,0,1,0,0,0,0,0,1,0,2,3,0
GCA_035817555.1,99.34,0.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis HD-710,0,1,0,0,0,0,0,1,0,2,3,0
GCA_016070565.1,99.34,0.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis H3,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002147325.1,99.34,0.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BGSC 4O1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_016483245.1,99.34,0.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis N31,0,1,1,0,0,0,0,1,0,2,3,0
GCA_000398785.1,99.34,0.04,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis TIAC219,0,1,0,0,0,0,0,1,0,2,3,0
GCA_000290955.1,99.34,0.04,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis VD022,0,1,0,0,0,0,0,1,0,2,3,0
GCA_005217355.1,99.34,0.04,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis I153,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002024545.1,99.34,0.04,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis DNG9,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002576755.1,99.34,0.05,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS047607,0,1,0,0,0,0,0,1,0,2,3,0
GCA_000290835.1,99.34,0.06,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis VD115,0,1,1,0,0,0,1,1,0,2,3,0
GCA_040459865.1,99.34,0.06,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis MG33,0,1,0,0,0,0,0,1,0,2,3,0
GCA_003013315.1,99.34,0.06,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis TG1-6,0,1,0,0,0,0,0,1,0,2,3,0
GCA_040459885.1,99.34,0.06,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis MG20,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002577805.1,99.34,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS040001,0,1,0,0,0,0,0,1,0,2,3,0
GCA_016483615.1,99.34,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis N13,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002558635.1,99.34,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS004356,0,1,0,0,0,0,0,1,0,2,3,0
GCA_016483605.1,99.34,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis N11,0,1,1,0,0,0,0,1,0,2,3,0
GCA_002969075.2,99.34,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BA04,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002571935.1,99.34,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS067491,0,1,1,0,0,0,0,1,0,2,3,0
GCA_005217345.1,99.34,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis I161,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002570965.1,99.34,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS059886,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002576565.1,99.34,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS042804,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002574125.1,99.34,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS058254,0,1,0,0,0,0,0,1,0,2,3,0
